	47112	2019-03-25 08:54:21	1	255	15	0
    47476	2019-03-25 17:08:44	1	255	15	0
    47112	2019-03-25 08:10:57	1	255	15	0
    47080	2019-03-25 15:13:31	1	255	15	0
    47469	2019-03-25 15:15:23	1	255	15	0
    47471	2019-03-25 07:17:01	1	255	15	0
    55942	2019-03-25 15:18:40	1	255	15	0
    42392	2019-03-25 15:20:08	1	255	15	0
    56328	2019-03-25 15:21:21	1	255	15	0
    56345	2019-03-25 15:22:42	1	255	15	0
    56201	2019-03-25 15:23:58	1	255	15	0
    56351	2019-03-25 15:25:10	1	255	15	0
    47475	2019-03-25 15:26:32	1	255	15	0
    47483	2019-03-25 15:27:49	1	255	15	0
    47472	2019-03-25 15:29:08	1	255	15	0
    32099	2019-03-25 15:30:36	1	255	15	0
    47479	2019-03-25 15:32:22	1	255	15	0
    47474	2019-03-25 15:33:39	1	255	15	0
    47481	2019-03-25 15:35:08	1	255	15	0
    50672	2019-03-25 15:36:44	1	255	15	0
    47470	2019-03-25 15:38:05	1	255	15	0
    31608	2019-03-25 15:39:25	1	255	15	0
    47468	2019-03-25 15:40:41	1	255	15	0
    31599	2019-03-25 15:41:54	1	255	15	0
    50673	2019-03-25 15:43:08	1	255	15	0
    47003	2019-03-25 15:44:20	1	255	15	0
    47484	2019-03-25 15:46:03	1	255	15	0
    56220	2019-03-25 15:47:10	1	255	15	0
    34498	2019-03-25 15:48:21	1	255	15	0
    34513	2019-03-25 15:49:25	1	255	15	0
    50595	2019-03-25 15:50:41	1	255	15	0
    32767	2019-03-25 15:52:08	1	255	15	0
    47486	2019-03-25 15:53:19	1	255	15	0
    34506	2019-03-25 15:54:31	1	255	15	0
    56335	2019-03-25 15:55:39	1	255	15	0
    34507	2019-03-25 15:56:44	1	255	15	0
    34509	2019-03-25 15:57:47	1	255	15	0
    34516	2019-03-25 15:58:50	1	255	15	0
    51880	2019-03-25 15:59:56	1	255	15	0
    34496	2019-03-25 16:00:59	1	255	15	0
    47478	2019-03-25 16:02:01	1	255	15	0
    41386	2019-03-25 16:03:30	1	255	15	0
    47485	2019-03-25 16:04:40	1	255	15	0
    34587	2019-03-25 16:05:49	1	255	15	0
    34515	2019-03-25 16:07:05	1	255	15	0
    18364	2019-03-25 16:08:14	1	255	15	0
    28547	2019-03-25 16:09:11	1	255	15	0
    47473	2019-03-25 16:10:26	1	255	15	0
    34524	2019-03-25 16:12:11	1	255	15	0
    31157	2019-03-25 16:19:59	1	255	15	0
